"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Battery.censoring","Impact.censoring","IR.censoring","Survival.time","Registration.year","Registration.year.month"
2016-09-06,1117,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1211,"2016","2016-09"
2016-08-05,1243,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1243,"2016","2016-08"
2017-01-07,1098,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1088,"2017","2017-01"
2017-05-24,1424,0,4,0,2019-12-31,NA,NA,NA,0,0,0,951,"2017","2017-05"
2016-11-02,341,0,2,1,2018-12-20,"OK","OK","Damage",0,0,1,778,"2016","2016-11"
2017-04-30,651,0,6,0,2019-12-31,NA,NA,NA,0,0,0,975,"2017","2017-04"
2015-04-02,251,1,4,1,2016-02-13,"OK","OK","Damage",0,0,1,317,"2015","2015-04"
2015-12-09,2191,0,1,1,2019-05-24,"OK","Damage","OK",0,1,0,1262,"2015","2015-12"
2019-11-30,41,0,5,0,2019-12-31,NA,NA,NA,0,0,0,31,"2019","2019-11"
2016-08-22,446,1,2,1,2019-04-13,"OK","OK","Damage",0,0,1,964,"2016","2016-08"
2015-11-09,1735,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1513,"2015","2015-11"
2017-06-10,1198,1,7,1,2018-09-30,"Damage","OK","OK",1,0,0,477,"2017","2017-06"
2015-02-04,847,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1791,"2015","2015-02"
2016-09-11,1143,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1206,"2016","2016-09"
2015-02-24,1691,0,3,1,2019-05-16,"OK","OK","OK",0,0,0,1542,"2015","2015-02"
2019-05-03,362,1,3,0,2019-12-31,NA,NA,NA,0,0,0,242,"2019","2019-05"
2018-08-29,644,0,2,0,2019-12-31,NA,NA,NA,0,0,0,489,"2018","2018-08"
2016-07-29,1191,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1250,"2016","2016-07"
2016-12-06,759,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1120,"2016","2016-12"
2016-08-30,1252,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1218,"2016","2016-08"
2015-06-13,1071,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1662,"2015","2015-06"
2018-10-14,493,0,3,0,2019-12-31,NA,NA,NA,0,0,0,443,"2018","2018-10"
2018-01-06,559,0,2,0,2019-12-31,NA,NA,NA,0,0,0,724,"2018","2018-01"
2015-09-23,1263,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1560,"2015","2015-09"
2015-03-01,1892,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1766,"2015","2015-03"
2017-06-02,1978,1,3,0,2019-12-31,NA,NA,NA,0,0,0,942,"2017","2017-06"
2017-03-22,2403,1,5,1,2019-09-09,"Damage","OK","OK",1,0,0,901,"2017","2017-03"
2015-04-21,1417,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1715,"2015","2015-04"
2016-08-21,2674,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1227,"2016","2016-08"
2019-05-24,485,1,5,0,2019-12-31,NA,NA,NA,0,0,0,221,"2019","2019-05"
2019-08-27,114,1,3,0,2019-12-31,NA,NA,NA,0,0,0,126,"2019","2019-08"
2016-12-17,1090,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1109,"2016","2016-12"
2015-10-18,1031,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1535,"2015","2015-10"
2016-08-07,1483,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1241,"2016","2016-08"
2016-07-14,1556,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1265,"2016","2016-07"
2015-07-16,2546,1,3,1,2019-03-17,"OK","Damage","OK",0,1,0,1340,"2015","2015-07"
2019-11-24,75,1,3,0,2019-12-31,NA,NA,NA,0,0,0,37,"2019","2019-11"
2017-06-26,1018,0,2,0,2019-12-31,NA,NA,NA,0,0,0,918,"2017","2017-06"
2015-06-19,479,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1656,"2015","2015-06"
2016-01-22,2500,1,5,1,2018-04-22,"Damage","OK","OK",1,0,0,821,"2016","2016-01"
2019-08-27,296,1,3,0,2019-12-31,NA,NA,NA,0,0,0,126,"2019","2019-08"
2016-06-26,1347,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1283,"2016","2016-06"
2018-04-07,748,1,4,0,2019-12-31,NA,NA,NA,0,0,0,633,"2018","2018-04"
2019-07-04,224,0,4,0,2019-12-31,NA,NA,NA,0,0,0,180,"2019","2019-07"
2019-12-15,45,1,4,0,2019-12-31,NA,NA,NA,0,0,0,16,"2019","2019-12"
2017-02-24,1083,0,2,1,2019-06-21,"OK","OK","Damage",0,0,1,847,"2017","2017-02"
2016-12-20,2197,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1106,"2016","2016-12"
2015-09-17,1113,1,2,1,2016-10-15,"Damage","OK","OK",1,0,0,394,"2015","2015-09"
2016-05-25,804,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1315,"2016","2016-05"
2017-10-28,1614,1,4,0,2019-12-31,NA,NA,NA,0,0,0,794,"2017","2017-10"
2019-09-04,172,1,2,0,2019-12-31,NA,NA,NA,0,0,0,118,"2019","2019-09"
2016-10-16,1084,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1171,"2016","2016-10"
2019-03-18,378,0,4,0,2019-12-31,NA,NA,NA,0,0,0,288,"2019","2019-03"
2018-08-12,555,0,2,0,2019-12-31,NA,NA,NA,0,0,0,506,"2018","2018-08"
2018-10-02,546,0,3,0,2019-12-31,NA,NA,NA,0,0,0,455,"2018","2018-10"
2019-08-15,188,1,2,0,2019-12-31,NA,NA,NA,0,0,0,138,"2019","2019-08"
2015-01-05,2348,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1821,"2015","2015-01"
2015-10-20,3350,1,2,1,2019-09-27,"OK","Damage","OK",0,1,0,1438,"2015","2015-10"
2016-12-30,469,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1096,"2016","2016-12"
2018-05-18,603,0,2,0,2019-12-31,NA,NA,NA,0,0,0,592,"2018","2018-05"
2017-05-27,1297,1,4,0,2019-12-31,NA,NA,NA,0,0,0,948,"2017","2017-05"
2017-09-01,778,0,3,0,2019-12-31,NA,NA,NA,0,0,0,851,"2017","2017-09"
2016-08-01,1713,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1247,"2016","2016-08"
2019-01-27,254,0,2,0,2019-12-31,NA,NA,NA,0,0,0,338,"2019","2019-01"
2016-06-17,2200,1,4,1,2019-06-23,"Damage","OK","OK",1,0,0,1101,"2016","2016-06"
2017-01-17,1180,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1078,"2017","2017-01"
2015-06-16,1307,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1659,"2015","2015-06"
2018-12-29,414,0,4,0,2019-12-31,NA,NA,NA,0,0,0,367,"2018","2018-12"
2016-10-18,2757,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1169,"2016","2016-10"
2015-03-15,1142,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1752,"2015","2015-03"
2015-03-17,559,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1750,"2015","2015-03"
2019-10-09,132,1,5,0,2019-12-31,NA,NA,NA,0,0,0,83,"2019","2019-10"
2016-11-12,1503,1,8,0,2019-12-31,NA,NA,NA,0,0,0,1144,"2016","2016-11"
2019-01-12,442,0,3,0,2019-12-31,NA,NA,NA,0,0,0,353,"2019","2019-01"
2019-07-20,233,0,3,0,2019-12-31,NA,NA,NA,0,0,0,164,"2019","2019-07"
2017-03-14,2301,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1022,"2017","2017-03"
2017-11-18,695,0,1,0,2019-12-31,NA,NA,NA,0,0,0,773,"2017","2017-11"
2015-05-15,3023,1,4,1,2018-07-13,"Damage","OK","OK",1,0,0,1155,"2015","2015-05"
2015-10-28,1412,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1525,"2015","2015-10"
2018-09-13,349,0,3,0,2019-12-31,NA,NA,NA,0,0,0,474,"2018","2018-09"
2017-05-18,1363,0,5,0,2019-12-31,NA,NA,NA,0,0,0,957,"2017","2017-05"
2018-06-05,990,1,1,0,2019-12-31,NA,NA,NA,0,0,0,574,"2018","2018-06"
2019-10-04,192,1,2,0,2019-12-31,NA,NA,NA,0,0,0,88,"2019","2019-10"
2017-06-27,1120,1,5,1,2019-01-20,"Damage","OK","OK",1,0,0,572,"2017","2017-06"
2017-05-09,1587,0,4,0,2019-12-31,NA,NA,NA,0,0,0,966,"2017","2017-05"
2017-10-19,1785,1,4,1,2019-07-14,"Damage","OK","OK",1,0,0,633,"2017","2017-10"
2018-04-06,1299,1,3,0,2019-12-31,NA,NA,NA,0,0,0,634,"2018","2018-04"
2016-05-25,2099,1,2,1,2019-12-25,"Damage","OK","OK",1,0,0,1309,"2016","2016-05"
2019-11-25,57,1,1,0,2019-12-31,NA,NA,NA,0,0,0,36,"2019","2019-11"
2018-03-21,1611,1,1,0,2019-12-31,NA,NA,NA,0,0,0,650,"2018","2018-03"
2017-11-29,496,0,5,0,2019-12-31,NA,NA,NA,0,0,0,762,"2017","2017-11"
2018-01-29,853,0,3,0,2019-12-31,NA,NA,NA,0,0,0,701,"2018","2018-01"
2019-08-17,225,1,3,0,2019-12-31,NA,NA,NA,0,0,0,136,"2019","2019-08"
2016-12-13,1363,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1113,"2016","2016-12"
2016-06-09,1118,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1300,"2016","2016-06"
2015-06-15,2054,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1660,"2015","2015-06"
2016-08-11,1580,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1237,"2016","2016-08"
2018-10-16,845,1,7,0,2019-12-31,NA,NA,NA,0,0,0,441,"2018","2018-10"
2015-07-10,2062,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1635,"2015","2015-07"
2018-07-20,1176,1,5,0,2019-12-31,NA,NA,NA,0,0,0,529,"2018","2018-07"
2019-10-31,73,0,5,0,2019-12-31,NA,NA,NA,0,0,0,61,"2019","2019-10"
2016-01-03,13,0,2,1,2016-01-15,"OK","OK","Damage",0,0,1,12,"2016","2016-01"
2015-07-18,2200,1,2,1,2019-03-14,"OK","Damage","OK",0,1,0,1335,"2015","2015-07"
2015-04-12,1682,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1724,"2015","2015-04"
2019-02-24,240,0,3,0,2019-12-31,NA,NA,NA,0,0,0,310,"2019","2019-02"
2017-11-27,266,0,3,0,2019-12-31,NA,NA,NA,0,0,0,764,"2017","2017-11"
2017-05-08,774,0,4,0,2019-12-31,NA,NA,NA,0,0,0,967,"2017","2017-05"
2016-10-28,2437,1,2,1,2019-04-30,"Damage","OK","OK",1,0,0,914,"2016","2016-10"
2016-05-26,531,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1314,"2016","2016-05"
2017-12-31,680,0,4,0,2019-12-31,NA,NA,NA,0,0,0,730,"2017","2017-12"
2019-02-03,176,0,4,0,2019-12-31,NA,NA,NA,0,0,0,331,"2019","2019-02"
2015-06-28,2658,1,1,1,2019-11-08,"OK","Damage","OK",0,1,0,1594,"2015","2015-06"
2019-10-26,147,1,3,0,2019-12-31,NA,NA,NA,0,0,0,66,"2019","2019-10"
2015-11-05,2400,1,3,1,2019-06-18,"Damage","OK","OK",1,0,0,1321,"2015","2015-11"
2015-06-07,1693,0,4,1,2019-10-02,"OK","OK","Damage",0,0,1,1578,"2015","2015-06"
2019-04-22,113,0,3,0,2019-12-31,NA,NA,NA,0,0,0,253,"2019","2019-04"
2017-08-16,1150,0,3,0,2019-12-31,NA,NA,NA,0,0,0,867,"2017","2017-08"
2018-04-14,732,0,4,0,2019-12-31,NA,NA,NA,0,0,0,626,"2018","2018-04"
2016-02-24,1469,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1406,"2016","2016-02"
2018-08-09,465,0,4,0,2019-12-31,NA,NA,NA,0,0,0,509,"2018","2018-08"
2017-06-15,1211,0,3,0,2019-12-31,NA,NA,NA,0,0,0,929,"2017","2017-06"
2019-10-29,42,0,2,0,2019-12-31,NA,NA,NA,0,0,0,63,"2019","2019-10"
2019-07-15,309,1,2,0,2019-12-31,NA,NA,NA,0,0,0,169,"2019","2019-07"
2017-10-03,909,0,3,0,2019-12-31,NA,NA,NA,0,0,0,819,"2017","2017-10"
2015-05-19,2905,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1687,"2015","2015-05"
2015-02-11,661,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1784,"2015","2015-02"
2017-07-26,1680,1,5,1,2019-08-03,"Damage","OK","OK",1,0,0,738,"2017","2017-07"
2018-02-25,1389,1,6,0,2019-12-31,NA,NA,NA,0,0,0,674,"2018","2018-02"
2017-02-03,2525,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1061,"2017","2017-02"
2019-05-25,397,1,2,0,2019-12-31,NA,NA,NA,0,0,0,220,"2019","2019-05"
2015-07-17,1621,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1628,"2015","2015-07"
2019-11-25,44,0,4,0,2019-12-31,NA,NA,NA,0,0,0,36,"2019","2019-11"
2016-04-28,1777,1,2,1,2018-06-08,"Damage","OK","OK",1,0,0,771,"2016","2016-04"
2015-06-03,318,0,3,1,2016-03-03,"OK","OK","Damage",0,0,1,274,"2015","2015-06"
2016-12-05,2223,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1121,"2016","2016-12"
2015-08-17,3024,1,2,1,2019-05-06,"OK","Damage","OK",0,1,0,1358,"2015","2015-08"
2017-11-27,637,0,3,0,2019-12-31,NA,NA,NA,0,0,0,764,"2017","2017-11"
2016-03-14,1536,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1387,"2016","2016-03"
2018-08-11,709,1,3,0,2019-12-31,NA,NA,NA,0,0,0,507,"2018","2018-08"
2015-09-24,1362,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1559,"2015","2015-09"
2015-10-07,1079,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1546,"2015","2015-10"
2016-04-18,922,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1352,"2016","2016-04"
2018-11-21,493,0,2,0,2019-12-31,NA,NA,NA,0,0,0,405,"2018","2018-11"
2017-02-17,1440,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1047,"2017","2017-02"
2015-04-20,1021,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1716,"2015","2015-04"
2015-07-29,1593,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1616,"2015","2015-07"
2017-05-31,787,0,2,0,2019-12-31,NA,NA,NA,0,0,0,944,"2017","2017-05"
2019-11-23,35,0,2,0,2019-12-31,NA,NA,NA,0,0,0,38,"2019","2019-11"
2019-01-21,258,0,4,0,2019-12-31,NA,NA,NA,0,0,0,344,"2019","2019-01"
2017-09-18,850,0,1,0,2019-12-31,NA,NA,NA,0,0,0,834,"2017","2017-09"
2015-05-13,2365,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1693,"2015","2015-05"
2017-05-01,477,1,2,0,2019-12-31,NA,NA,NA,0,0,0,974,"2017","2017-05"
2016-09-12,784,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1205,"2016","2016-09"
2018-06-13,969,1,3,0,2019-12-31,NA,NA,NA,0,0,0,566,"2018","2018-06"
2017-07-27,1316,1,2,0,2019-12-31,NA,NA,NA,0,0,0,887,"2017","2017-07"
2017-07-29,730,0,3,0,2019-12-31,NA,NA,NA,0,0,0,885,"2017","2017-07"
2017-09-23,54,1,2,1,2017-11-02,"OK","OK","Damage",0,0,1,40,"2017","2017-09"
2017-03-28,2328,1,2,1,2019-07-01,"Damage","OK","OK",1,0,0,825,"2017","2017-03"
2015-06-03,1357,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1672,"2015","2015-06"
2019-08-26,127,0,3,0,2019-12-31,NA,NA,NA,0,0,0,127,"2019","2019-08"
2015-01-31,2614,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1795,"2015","2015-01"
2017-01-26,1065,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1069,"2017","2017-01"
2016-02-19,1459,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1411,"2016","2016-02"
2015-07-01,1682,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1644,"2015","2015-07"
2017-05-31,969,0,3,0,2019-12-31,NA,NA,NA,0,0,0,944,"2017","2017-05"
2018-04-02,66,0,3,1,2018-07-06,"OK","OK","Damage",0,0,1,95,"2018","2018-04"
2019-08-10,269,1,2,0,2019-12-31,NA,NA,NA,0,0,0,143,"2019","2019-08"
2016-10-24,838,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1163,"2016","2016-10"
2019-04-11,375,1,6,0,2019-12-31,NA,NA,NA,0,0,0,264,"2019","2019-04"
2016-07-03,2781,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1276,"2016","2016-07"
2017-04-30,400,0,1,0,2019-12-31,NA,NA,NA,0,0,0,975,"2017","2017-04"
2015-09-18,1912,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1565,"2015","2015-09"
2019-01-14,987,1,2,0,2019-12-31,NA,NA,NA,0,0,0,351,"2019","2019-01"
2018-04-30,933,0,4,0,2019-12-31,NA,NA,NA,0,0,0,610,"2018","2018-04"
2015-04-24,1090,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1712,"2015","2015-04"
2017-02-25,1220,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1039,"2017","2017-02"
2016-12-25,1048,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1101,"2016","2016-12"
2018-06-26,499,0,5,0,2019-12-31,NA,NA,NA,0,0,0,553,"2018","2018-06"
2018-04-18,453,0,2,0,2019-12-31,NA,NA,NA,0,0,0,622,"2018","2018-04"
2017-01-13,2279,1,3,1,2019-05-03,"Damage","OK","OK",1,0,0,840,"2017","2017-01"
2016-07-14,495,0,3,1,2018-06-08,"OK","OK","Damage",0,0,1,694,"2016","2016-07"
2016-04-10,1933,1,2,1,2018-10-23,"Damage","OK","OK",1,0,0,926,"2016","2016-04"
2018-05-13,742,0,2,0,2019-12-31,NA,NA,NA,0,0,0,597,"2018","2018-05"
2019-06-22,265,1,4,0,2019-12-31,NA,NA,NA,0,0,0,192,"2019","2019-06"
2019-03-25,599,1,6,0,2019-12-31,NA,NA,NA,0,0,0,281,"2019","2019-03"
2016-12-18,1727,1,4,1,2019-05-06,"Damage","OK","OK",1,0,0,869,"2016","2016-12"
2015-05-25,2469,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1681,"2015","2015-05"
2019-02-21,864,1,2,0,2019-12-31,NA,NA,NA,0,0,0,313,"2019","2019-02"
2015-05-14,2411,1,2,1,2018-12-20,"OK","OK","Damage",0,0,1,1316,"2015","2015-05"
2015-07-29,104,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1616,"2015","2015-07"
2018-03-14,743,0,2,0,2019-12-31,NA,NA,NA,0,0,0,657,"2018","2018-03"
2016-08-08,1674,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1240,"2016","2016-08"
2015-12-11,1500,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1481,"2015","2015-12"
2016-12-20,1502,1,3,1,2019-01-12,"OK","OK","Damage",0,0,1,753,"2016","2016-12"
2019-04-24,274,0,2,0,2019-12-31,NA,NA,NA,0,0,0,251,"2019","2019-04"
2016-09-27,2774,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1190,"2016","2016-09"
2015-01-03,2747,1,2,1,2018-08-27,"Damage","OK","OK",1,0,0,1332,"2015","2015-01"
2019-07-23,409,1,5,0,2019-12-31,NA,NA,NA,0,0,0,161,"2019","2019-07"
2019-10-04,59,0,4,0,2019-12-31,NA,NA,NA,0,0,0,88,"2019","2019-10"
2017-06-15,945,0,3,0,2019-12-31,NA,NA,NA,0,0,0,929,"2017","2017-06"
2017-04-26,1045,0,2,0,2019-12-31,NA,NA,NA,0,0,0,979,"2017","2017-04"
2017-12-25,719,1,4,1,2019-03-12,"OK","OK","Damage",0,0,1,442,"2017","2017-12"
2019-07-13,422,1,4,0,2019-12-31,NA,NA,NA,0,0,0,171,"2019","2019-07"
2015-11-12,3157,1,2,1,2019-06-22,"Damage","Damage","OK",1,1,0,1318,"2015","2015-11"
2018-12-06,1214,1,6,0,2019-12-31,NA,NA,NA,0,0,0,390,"2018","2018-12"
2016-03-01,1558,0,4,1,2019-06-14,"OK","OK","Damage",0,0,1,1200,"2016","2016-03"
2017-11-19,415,1,5,1,2018-10-19,"OK","OK","Damage",0,0,1,334,"2017","2017-11"
2019-03-16,327,0,2,0,2019-12-31,NA,NA,NA,0,0,0,290,"2019","2019-03"
2015-08-30,3078,1,5,1,2018-10-25,"Damage","OK","OK",1,0,0,1152,"2015","2015-08"
2019-06-24,325,1,3,0,2019-12-31,NA,NA,NA,0,0,0,190,"2019","2019-06"
2017-04-01,1101,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1004,"2017","2017-04"
2019-06-21,403,1,2,0,2019-12-31,NA,NA,NA,0,0,0,193,"2019","2019-06"
2016-03-29,441,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1372,"2016","2016-03"
2015-06-02,1817,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1673,"2015","2015-06"
2015-03-30,1293,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1737,"2015","2015-03"
2019-11-25,25,0,4,0,2019-12-31,NA,NA,NA,0,0,0,36,"2019","2019-11"
2017-06-03,548,0,3,0,2019-12-31,NA,NA,NA,0,0,0,941,"2017","2017-06"
2019-03-24,744,1,3,0,2019-12-31,NA,NA,NA,0,0,0,282,"2019","2019-03"
2017-01-30,991,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1065,"2017","2017-01"
2017-06-12,816,0,3,0,2019-12-31,NA,NA,NA,0,0,0,932,"2017","2017-06"
2015-12-01,1423,0,2,1,2019-01-02,"Damage","OK","OK",1,0,0,1128,"2015","2015-12"
2018-10-18,1013,1,3,0,2019-12-31,NA,NA,NA,0,0,0,439,"2018","2018-10"
2016-07-11,1596,1,2,1,2018-03-10,"Damage","OK","OK",1,0,0,607,"2016","2016-07"
2015-10-30,1168,1,2,0,2019-12-31,NA,NA,NA,0,0,0,1523,"2015","2015-10"
2015-03-01,1922,0,3,1,2019-12-09,"Damage","OK","OK",1,0,0,1744,"2015","2015-03"
2015-09-07,1415,0,3,1,2019-06-06,"OK","OK","OK",0,0,0,1368,"2015","2015-09"
2015-11-20,2719,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1502,"2015","2015-11"
2017-08-06,1284,1,4,0,2019-12-31,NA,NA,NA,0,0,0,877,"2017","2017-08"
2019-01-21,371,0,3,0,2019-12-31,NA,NA,NA,0,0,0,344,"2019","2019-01"
2015-07-30,933,0,6,1,2019-03-02,"OK","OK","Damage",0,0,1,1311,"2015","2015-07"
2019-06-20,105,0,4,0,2019-12-31,NA,NA,NA,0,0,0,194,"2019","2019-06"
2017-11-16,1289,1,2,0,2019-12-31,NA,NA,NA,0,0,0,775,"2017","2017-11"
2015-09-25,1036,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1558,"2015","2015-09"
2019-07-07,207,0,5,0,2019-12-31,NA,NA,NA,0,0,0,177,"2019","2019-07"
2016-04-06,1290,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1364,"2016","2016-04"
2015-10-02,2638,1,2,1,2019-09-07,"Damage","OK","OK",1,0,0,1436,"2015","2015-10"
2018-11-04,509,1,6,0,2019-12-31,NA,NA,NA,0,0,0,422,"2018","2018-11"
2016-02-25,537,0,3,1,2017-05-11,"OK","OK","Damage",0,0,1,441,"2016","2016-02"
2016-07-11,2002,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1268,"2016","2016-07"
2017-08-04,1815,1,3,0,2019-12-31,NA,NA,NA,0,0,0,879,"2017","2017-08"
2016-09-02,1726,1,3,0,2019-12-31,NA,NA,NA,0,0,0,1215,"2016","2016-09"
2015-10-09,411,0,5,1,2018-02-06,"OK","OK","Damage",0,0,1,851,"2015","2015-10"
2016-05-01,1588,1,4,0,2019-12-31,NA,NA,NA,0,0,0,1339,"2016","2016-05"
2016-10-02,2404,1,6,0,2019-12-31,NA,NA,NA,0,0,0,1185,"2016","2016-10"
2017-11-22,994,0,3,0,2019-12-31,NA,NA,NA,0,0,0,769,"2017","2017-11"
2019-01-16,468,0,3,0,2019-12-31,NA,NA,NA,0,0,0,349,"2019","2019-01"
2019-09-01,179,1,2,0,2019-12-31,NA,NA,NA,0,0,0,121,"2019","2019-09"
2019-03-03,447,1,4,0,2019-12-31,NA,NA,NA,0,0,0,303,"2019","2019-03"
2015-08-20,2201,0,2,0,2019-12-31,NA,NA,NA,0,0,0,1594,"2015","2015-08"
2018-03-31,1128,1,3,0,2019-12-31,NA,NA,NA,0,0,0,640,"2018","2018-03"
2018-06-14,469,0,4,0,2019-12-31,NA,NA,NA,0,0,0,565,"2018","2018-06"
2015-02-28,1664,1,4,1,2016-09-14,"Damage","OK","OK",1,0,0,564,"2015","2015-02"
2019-08-08,187,1,2,0,2019-12-31,NA,NA,NA,0,0,0,145,"2019","2019-08"
2017-05-23,363,1,3,1,2018-03-22,"OK","OK","Damage",0,0,1,303,"2017","2017-05"
2016-05-01,1805,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1339,"2016","2016-05"
2019-04-13,339,0,4,0,2019-12-31,NA,NA,NA,0,0,0,262,"2019","2019-04"
2016-02-23,65,0,5,1,2016-05-04,"OK","OK","Damage",0,0,1,71,"2016","2016-02"
2018-12-17,665,1,3,0,2019-12-31,NA,NA,NA,0,0,0,379,"2018","2018-12"
2018-03-27,224,0,2,0,2019-12-31,NA,NA,NA,0,0,0,644,"2018","2018-03"
2017-02-13,1009,0,3,0,2019-12-31,NA,NA,NA,0,0,0,1051,"2017","2017-02"
2015-06-23,1033,0,1,1,2019-11-22,"Damage","OK","OK",1,0,0,1613,"2015","2015-06"
2015-01-07,1644,0,1,0,2019-12-31,NA,NA,NA,0,0,0,1819,"2015","2015-01"
2017-08-27,1267,0,2,0,2019-12-31,NA,NA,NA,0,0,0,856,"2017","2017-08"
2017-08-15,1094,0,5,0,2019-12-31,NA,NA,NA,0,0,0,868,"2017","2017-08"
2016-01-25,3309,1,5,0,2019-12-31,NA,NA,NA,0,0,0,1436,"2016","2016-01"
2018-08-02,880,1,2,0,2019-12-31,NA,NA,NA,0,0,0,516,"2018","2018-08"
2019-10-22,120,1,4,0,2019-12-31,NA,NA,NA,0,0,0,70,"2019","2019-10"
2017-08-04,1616,1,3,0,2019-12-31,NA,NA,NA,0,0,0,879,"2017","2017-08"
2015-11-15,1643,0,4,0,2019-12-31,NA,NA,NA,0,0,0,1507,"2015","2015-11"
2017-10-24,1162,0,6,0,2019-12-31,NA,NA,NA,0,0,0,798,"2017","2017-10"
2018-10-18,576,1,4,0,2019-12-31,NA,NA,NA,0,0,0,439,"2018","2018-10"
2018-05-02,685,0,5,0,2019-12-31,NA,NA,NA,0,0,0,608,"2018","2018-05"
2016-02-15,1862,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1415,"2016","2016-02"
2016-09-23,1529,0,6,0,2019-12-31,NA,NA,NA,0,0,0,1194,"2016","2016-09"
2016-08-07,1328,0,5,0,2019-12-31,NA,NA,NA,0,0,0,1241,"2016","2016-08"
2019-07-11,198,0,2,0,2019-12-31,NA,NA,NA,0,0,0,173,"2019","2019-07"
